,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175
466,COMPOSITE,MATERIAL,A,fibre,coating,coating,nanoplatelets,polymer,coating,structure,bilayers,bilayer,nanoplatelet,layer,polymer,layer,material,plurality,fibres,matrix,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,HYDROPHOBIC,CONCRETE,MIXTURE,concrete,mixture,air,pore,volume,%,resin,mixture,material,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,CEMENT,COMPOSITION,CONTAINING,AN,OIL,ASH,SET,RETARDER,Oil,carbon,amount,range,%,%,set,retarder,cement,composition,oil,ash,setting,time,cement,paste,slump,flow,concrete,time,concrete,retarder,addition,oil,ash,strength,concrete,advantage,oil,ash,retarder,cement,hydration,retarding,admixtures,shelf-life,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,METHOD,AND,SYSTEM,FOR,ON-LINE,BLENDING,FOAMING,AGENT,WITH,FOAM,MODIFIER,FOR,ADDITION,TO,CEMENTITIOUS,SLURRIES,method,system,foam,modifier,on-line,gypsum,cement,slurries,foam,modifier,alcohol,gypsum,cement,slurry,agent,alkyl,sulfate,surfactant,alcohol,alcohol,embodiments,use,foam,modifier,example,foam,waste,agent,size,control,product,gypsum,board,manufacturing,process,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Method,Fireproof,Materials,Sodium,Silicate,invention,concerns,process,production,fire,protection,material,composition,fire,protection,material,contains,water,glass,microcapsules,gas,fire,protection,material,microcapsules,material,shell,microcapsules,influence,temperature,agent,shell,microcapsules,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,ALUMINA,SINTERED,BODY,METHOD,FOR,MANUFACTURING,THE,SAME,AND,PART,FOR,SEMICONDUCTOR,MANUFACTURING,APPARATUS,alumina,body,mass,%,types,Ta,Nb,V,terms,oxide,thereof,alumina,body,mass,%,Mg,terms,Mg,oxide,alumina,body,purity,%,alumina,body,loss,art,cost,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,FUSED,ALUMINA,GRAINS,METHOD,FOR,PRODUCING,FUSED,ALUMINA,GRAINS,GRINDSTONE,AND,COATED,ABRASIVE,Provided,grains,grain,binding,production,grinding,performance,alumina,grains,invention,contain,tungsten,molybdenum,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Polycrystalline,Diamond,Comprising,Nanostructured,Polycrystalline,Diamond,Particles,Method,Same,invention,diamond,diamond,compact,network,diamond,constituents,polycrystalline,diamond,particles,material,space,diamond,constituents,method,polycrystalline,diamond,particles,materials,Carbonado-type,polycrystalline,diamond,particles,size,μm,diamond,constituents,monocrystalline,diamond,particles,catalyst,material,diamond,diamond,compact,process,method,diamond,diamond,compact,diamond,particles,polycrystalline,diamond,particles,size,μm,temperature,pressure,presence,catalyst,material,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,SUBSTRATE,INCLUDING,POLYMER,AND,CERAMIC,COLD-SINTERED,MATERIAL,Various,examples,relate,substrate,substrate,material,material,polymer,component,component,substrate,conductor,material,substrate,conductor,material,density,range,%,%,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,ADDITIVE,FOR,HYDRAULIC,BINDER,USEFUL,TO,PREVENT,THE,FORMATION,OF,RUST-COLORED,STAINS,AT,THE,SURFACE,OF,HYDRAULIC,COMPOSITIONS,A,method,formation,stains,surface,composition,composition,additive,binder,carbon,atoms,polyol,diol,triol,tetraol,mixtures,uses,grinding,aid,binder,precursor,strength,set,composition,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,CALCIUM,CARBONATE,COMPOSITION,FOR,USE,IN,CONCRETE,A,composition,use,concrete,weight,percent,composition,%,calcium,carbonate,magnesium,carbonate,%,pozzolan,%,calcium,oxide,%,plasticizer,%,metal,salt,balance,impurities,Methods,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PROCESS,SEPARATING,UNSATURATED,HYDROCARBONS,FROM,SATURATED,HYDROCARBONS,WITH,LOW,ENERGY,CONSUMPTION,Apparatuses,systems,methods,hydrocarbon,stream,water,steam,consumption,capital,investment,ease,herein,mixture,hydrocarbon,stream,consisting,hydrocarbons,Embodiments,invention,hydrocarbon,stream,polymer,chemical,grade,ethylene,propylene,butylenes,isoprene,hexane,stream,value,manufacturing,chemicals,polymers,rubbers,Embodiments,process,ethylene,propylene,butylenes,cyclopentadiene,isoprene,methyl,butene-2,isopentane,hexene,etc,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,SEPARATION,METHOD,FOR,HALOGENATED,UNSATURATED,CARBON,COMPOUND,method,disclosure,method,hydrocarbon,carbon,atoms,carbon,compound,hydrogen,atoms,hydrocarbon,fluorine,atom,method,hydrocarbon,carbon,compound,coordination,polymer,ion,valence,anion,ring,s,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PROCESS,RECOVERING,invention,process,feed,stream,F1,solvents,water,isobutene,solvents,water,isobutene,distillation,process,feed,stream,F1,conditions,distillation,unit,stream,B1,-methylbut-3-en-1-ol,solvents,water,feed,stream,F1,invention,process,feed,stream,F1,solvents,water,isobutene,solvents,water,isobutene,distillation,process,feed,stream,F1,conditions,distillation,unit,stream,B1,-methylbut-3-en-1-ol,solvents,water,feed,stream,F1,conditions,stream,T1,isobutene,bottoms,B1,conditions,distillation,unit,stream,B2,bottoms,B1,stream,T2,water,bottoms,stream,B1,bottoms,B2,conditions,distillation,unit,stream,T3,bottoms,B2,stream,B3,conditions,stream,T1,isobutene,stream,B1,conditions,distillation,unit,stream,B2,bottoms,B1,stream,T2,water,bottoms,stream,B1,bottoms,B2,conditions,distillation,unit,stream,T3,bottoms,B2,stream,B3,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,
480,TRANSPARENT,GLASSY,CANNABINOID,COMPOSITIONS,disclosure,methods,compositions,formulations,form,crystalline,polymorphs,methods,preparation,acid,THCA,powder,THCA,removal,terpenes,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Extraction,Lignin,From,Lignocellulosic,Waste,Material,Using,Pyridinium,Ionic,Liquid,embodiment,method,extraction,biomass,Lignin,source,products,chemical,biofuels,materials,biofilms,Delignification,biomass,affords,material,product,applications,bioethanol,chemicals,method,biomass,biomass,powder,liquid,heating,mixture,extraction,lignin,mixture,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,LACTOBIONIC,ACID,PRODUCTION,METHODS,AND,PRODUCTS,Systems,methods,acid,systems,cation,electrodialysis,assemblies,cell,cation,ion-exchange,membrane,membrane,membranes,borders,pair,flow,channels,i,stream,i,acid,stream,Lactobionate,ions,acid,stream,membrane,electrodialysis,assembly,membrane,fouling,methods,lactobionate,salt,cation,electrodialysis,assembly,electrodialysis,cation,membrane,cell,lactobionate,salt,compound,acid,assembly,lactobionate,ions,ion,exchange,membrane,assembly,acid,membrane,fouling,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Method,Separation,Matrix,invention,concerns,method,separation,matrix,multimers,Protein,A,support,method,steps,storage,liquid,%,volume,alkali,metal,solution,b,separation,matrix,storage,liquid,storage,separation,matrix,storage,time,days,Protein,A,mutants,domain,Staphylococcus,Protein,A,SpA,%,%,%,%,identity,SEQ,ID,NO,SEQ,ID,NO,52,amino,acid,residues,positions,SEQ,ID,NO,asparagines,wherein,asparagine,residue,position,SEQ,ID,NO,amino,acid,group,acid,lysine,tyrosine,threonine,phenylalanine,leucine,isoleucine,tryptophan,methionine,valine,alanine,histidine,arginine,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PROCESSES,FOR,THE,REMOVAL,OF,RUBBER,FROM,PLANTS,Provided,herein,processes,removal,rubber,plants,guayule,shrubs,use,processes,rubber,weight,%,dirt,weight,%,ash,weight,%,resin,weight,%,matter,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,RUBBER,COMPOSITION,MODIFIED,DIENE,POLYMER,AND,METHOD,FOR,PRODUCING,MODIFIED,DIENE,POLYMER,invention,rubber,composition,diene,polymer,group,Formula,group,Formula,II,silica,diene,polymer,production,method,thereof,Formula,group,nitrogen,atom,oxygen,atom,atom,X3,hydrocarbon,group,group,groups,protecting,groups,—,R—O,n4—H,Formula,II,hydrocarbon,group,R1-2,R1-3,monovalent,hydrocarbon,group,m1,m2,m1+m2,R1-4,hydrogen,atom,hydrocarbon,group,Image,],ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Ethylene-,Meth,Acrylic,Acid,Copolymer,Composition,Same,ethylene-,meth,acid,copolymer,polydispersity,index,PDI,range,melt,flow,index,MFI,C.,kg,range,g/10,min,g/10,composition,ethylene,meth,copolymer,agent,medium,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,RUBBER-CONTAINING,GRAFT,POLYMER,RESIN,COMPOSITION,CONTAINING,RUBBER-CONTAINING,GRAFT,POLYMER,AND,SHAPED,ARTICLE,OF,SAME,Provided,graft,polymer,capable,heat,aging,article,strength,property,resin,rubber-containing,graft,polymer,invention,content,components,weight,%,mass,respect,fraction,%,mass,graft,polymer,phosphorus,content,rubber-containing,graft,polymer,mmol/kg,ystem,operation,implement,system,comprising,implement,operation,field,implement,field,controller,data,indicative,plurality,field,characteristics,field,soil,moisture,value,soil,field,depth,field,surface,field,data,soil,moisture,value,soil,field,depth,field,surface,depth,depth,data,adjustment,operating,parameter,implement,soil,moisture,content,value,soil,moisture,content,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
